id,naslov,studio,zanri,dolzina,vir,tip,stevilo,ocena
38235,Inazuma Eleven: Orion no Kokuin,OLM,30,49,Game,TV,"20,069",6.82

36000,Sora to Umi no Aida,TMS Entertainment,"2,10,24,29",12,Game,TV,"19,065",5.67

37106,Kitsune no Koe,Yumeta Company,19,12,Manga,TV,"18,947",6.41

37657,Gakuen Basara,Brain&#039;s Base,"1,4,23",12,Game,TV,"16,084",6.18

36945,Himote House,Bouncy,"4,31",12,Original,TV,"15,353",5.69

38083,Ken En Ken: Aoki Kagayaki,Studio Deen,"1,2,10,6,17",13,Game,TV,"14,780",6.04

38251,"Sono Toki, Kanojo wa.",MASTER LIGHTS,"8,22",12,Original,TV,"13,807",5.66

38254,Hashiri Tsuzukete Yokattatte.,Signal.MD,"8,36",4,Original,TV,"10,853",6.41

37988,Uchuu Senkan Tiramisù II,Gonzo,"4,24,36,18,29",13,Web manga,TV,"8,560",6.53

38089,"Okoshiyasu, Chitose-chan",Gathering,"4,36,43",24,Manga,TV,"5,377",6.65

37990,Gurazeni Season 2,Studio Deen,"4,8,30,42",12,Manga,TV,"4,163",6.73

38203,The iDOLM@STER SideM: Wake Atte Mini!,Zero-G,"4,36",12,Manga,TV,"3,023",6.22

38284,Devidol!,-,4,11,Other,TV,"2,193",5.47

40249,Balala Xiaomoxian: Mofa Hai Ying Bao,-,4,26,Original,TV,918,N/A

38365,Aigan Kaijuu,Shimogumi,"1,4,10,24,20",50,Other,TV,375,N/A

38147,Hoshi no Shima no Nyanko,Animation Planet,"2,36",26,Game,TV,362,N/A

38776,Manul no Yuube,-,36,?,Web manga,TV,325,N/A

38427,Daifuku-kun@Kin Tele,-,4,12,Other,TV,206,N/A

48290,Aerover: Pinigseuui Buhwal,-,"1,4,30",13,-,TV,71,N/A

37779,Yakusoku no Neverland,CloverWorks,"14,7,24,41,40,27",12,Manga,TV,"1,505,455",8.58

37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,A-1 Pictures,"4,22,40,23,42",12,Manga,TV,"1,232,114",8.40

35790,Tate no Yuusha no Nariagari,Kinema Citrus,"1,2,8,10",25,Light novel,TV,"1,163,126",8.02

37510,Mob Psycho 100 II,Bones,"1,4,36,37",13,Web manga,TV,"1,085,670",8.82

37520,Dororo,MAPPA,"1,2,37,6,13,21,27",24,Manga,TV,"892,146",8.22

38101,5-toubun no Hanayome,Tezuka Productions,"4,22,35,23,27",12,Manga,TV,"670,922",7.67

37086,Kakegurui××,MAPPA,"8,7,11,40,23,27",12,Manga,TV,"586,547",7.22

37982,Domestic na Kanojo,Diomedéa,"8,22,23,27",12,Manga,TV,"555,006",6.72

36633,Date A Live III,J.C.Staff,"4,22,24,35,18,23",12,Light novel,TV,"286,671",7.17

37451,Boogiepop wa Warawanai (2019),Madhouse,"5,8,14,7,37,40",18,Light novel,TV,"191,393",7.09

37993,Watashi ni Tenshi ga Maiorita!,Doga Kobo,"4,26,36",12,4-koma manga,TV,"159,938",7.32

38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Zero-G,"4,36",12,Web manga,TV,"152,470",7.74

37956,3D Kanojo: Real Girl 2nd Season,Hoods Entertainment,"22,23,25",12,Manga,TV,"141,740",7.67

31537,Manaria Friends,CygamesPictures,"10,37,6",10,Card game,TV,"100,707",6.65

37920,Ueno-san wa Bukiyou,Lesprit,"4,22,42",12,Manga,TV,"97,757",6.60

37979,Mahou Shoujo Tokushusen Asuka,LIDENFILMS,"1,8,38,42",12,Manga,TV,"69,036",6.33

37998,Girly Air Force,Satelight,"1,24",12,Light novel,TV,"66,137",6.16

38062,Endro~!,Studio Gokumi,"10,36",12,Original,TV,"63,655",6.92

37436,Revisions,Shirogumi,"1,24,18",12,Original,TV,"54,890",6.08

37958,Fukigen na Mononokean Tsuzuki,Pierrot Plus,"4,37,6",13,Web manga,TV,"41,784",7.57

34209,Meiji Tokyo Renka,TMS Entertainment,"22,37,35,13,25",12,Visual novel,TV,"41,033",6.98

37975,Piano no Mori (TV) 2nd Season,Gaina,"4,8,19,23,42",12,Manga,TV,"39,050",7.40

37154,Grimms Notes The Animation,Brain&#039;s Base,"1,2,10",12,Game,TV,"38,060",5.97

37869,BanG Dream! 2nd Season,SANZIGEN,19,13,Original,TV,"33,621",7.58

38544,Egao no Daika,Tatsunoko Production,"8,10,36,18,38",12,Original,TV,"33,469",6.06

38301,Kouya no Kotobuki Hikoutai,GEMBA,"1,2,38",12,Original,TV,"28,889",6.86

37302,Kemurikusa (TV),Yaoyorozu,"10,24",12,Original,TV,"26,038",7.07

37509,W&#039;z,GoHands,"1,19",13,Original,TV,"22,606",5.55

37374,Pastel Memories,Project No.9,"1,2,24",12,Game,TV,"17,620",5.11

38157,Circlet Princess,SILVER LINK.,"1,24,30,23",12,Game,TV,"15,331",5.98

35313,Kemono Friends 2,Tomason,"2,4",12,Game,TV,"14,974",5.86

36483,B-Project: Zecchou*Emotion,Bandai Namco Pictures,"19,25",12,Music,TV,"12,646",6.73

38162,Rinshi!! Ekoda-chan,Ascension,"4,36,42",11,4-koma manga,TV,"9,556",5.53

38449,Choujigen Kakumei Anime: Dimension High School,Asmik Ace,23,11,Original,TV,"8,845",5.13

38578,Star☆Twinkle Precure,Toei Animation,"1,10,25",49,Original,TV,"8,345",7.37

37747,Ame-iro Cocoa: Side G,EMT Squared,"4,36",12,Digital manga,TV,"8,064",4.85

38199,Bermuda Triangle: Colorful Pastrale,Seven Arcs Pictures,"10,19",12,Original,TV,"7,341",5.49

38851,Virtual-san wa Miteiru,Lide,"4,19",12,Original,TV,"7,260",5.37

38673,Mini Toji,Project No.9,"1,4,10",10,Original,TV,"5,503",6.14

34332,Hulaing Babies,Fukushima Gaina,"4,36",12,Original,TV,"3,517",5.87

39007,Kawauso Labo,Kachidoki Studio,4,26,Other,TV,794,N/A

39003,Kyou mo Tsuno ga Aru,MMDGP,4,50,Web manga,TV,436,N/A

37560,Mannaka no Rikkun@Kin Tele,Sakura Create,"4,42",12,Manga,TV,380,N/A

39029,Mr. Shadow,-,37,3,Original,TV,294,N/A

38000,Kimetsu no Yaiba,ufotable,"1,37,6,13,27",26,Manga,TV,"2,069,110",8.57

38524,Shingeki no Kyojin Season 3 Part 2,Wit Studio,"1,8,10,7,38,31,27",10,Manga,TV,"1,573,256",9.09

34134,One Punch Man 2nd Season,J.C.Staff,"1,4,24,37,20,31",12,Web manga,TV,"1,257,775",7.43

38680,Fruits Basket 1st Season,TMS Entertainment,"4,8,22,36,37,25",25,Manga,TV,"565,652",8.22

36407,Kenja no Mago,SILVER LINK.,"1,4,10,22",12,Light novel,TV,"423,779",6.59

38003,Bungou Stray Dogs 3rd Season,Bones,"1,7,37,31,42",12,Manga,TV,"421,162",8.20

38186,Bokutachi wa Benkyou ga Dekinai,Arvo Animation,"4,22,35,23,27",13,Manga,TV,"337,117",7.31

38472,Isekai Quartet,Studio PuYUKAI,"4,10,20",12,Original,TV,"321,913",7.42

38759,Sewayaki Kitsune no Senko-san,Doga Kobo,"4,22,36,37",12,Web manga,TV,"279,421",7.35

37435,Carole &amp; Tuesday,Bones,"8,24,19",24,Original,TV,"269,622",7.91

38397,Nande Koko ni Sensei ga!?,Tear Studio,"4,9,23,42",12,Manga,TV,"259,243",6.49

38778,Midara na Ao-chan wa Benkyou ga Dekinai,SILVER LINK.,"4,22,9,27",12,Manga,TV,"206,039",6.75

38080,Kono Oto Tomare!,Platinum Vision,"8,22,19,23,27",13,Manga,TV,"197,769",7.89

37614,Hitoribocchi no Marumaru Seikatsu,C2C,"4,36,23,27",12,4-koma manga,TV,"175,790",7.50

38787,Senryuu Shoujo,Connect,"4,36,23,27",12,4-koma manga,TV,"151,479",7.40

39063,Fairy Gone,P.A. Works,"1,10,37,6",12,Original,TV,"147,571",5.79

37806,Gunjou no Magmell,Pierrot Plus,"1,2,10,31,27",13,Manga,TV,"121,008",6.07

34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,feel.,"8,24",26,Visual novel,TV,"119,544",6.57

37426,Sarazanmai,Lapin Track,"1,10,37",11,Original,TV,"111,748",7.51

38731,Diamond no Ace: Act II,Madhouse,"4,30,23,27",52,Manga,TV,"67,257",8.24

38814,Nobunaga-sensei no Osanazuma,Seven,"4,22,9,35,23",12,Manga,TV,"66,675",5.29

37952,Shoumetsu Toshi,Madhouse,"1,2,8,10,7",12,Game,TV,"57,762",5.45

37964,Mayonaka no Occult Koumuin,LIDENFILMS,"10,7,37,6,25",12,Manga,TV,"55,167",6.71

38295,Joshikausei,Seven,"4,36,23",12,Web manga,TV,"50,008",5.78

38707,RobiHachi,Studio Comet,"2,4,24,29",12,Original,TV,"29,411",6.52

37940,Yatogame-chan Kansatsu Nikki,Creators in Pack,"4,36,23,27",12,4-koma manga,TV,"25,939",6.23

38091,Hachigatsu no Cinderella Nine (TV),TMS Entertainment,"30,23",12,Game,TV,"23,369",6.11

38098,Mix,OLM,"8,22,30,23,27",24,Manga,TV,"19,194",7.24

38004,Strike Witches: 501 Butai Hasshin Shimasu!,Acca effe,"4,24,38,27",12,Manga,TV,"15,520",6.55

38226,Choukadou Girl ⅙,Studio A-CAT,"4,22,42",12,Manga,TV,"14,748",5.99

38268,Hangyakusei Million Arthur 2nd Season,J.C.Staff,"1,2,10",13,Game,TV,"14,568",6.32

39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Sunrise,"1,24,18,38,29,27",13,Manga,TV,"14,477",8.10

38150,Namu Amida Butsu!: Rendai Utena,Asahi Production,10,12,Game,TV,"12,938",6.06

38860,Bakumatsu: Crisis,Studio Deen,"1,13,21",12,Game,TV,"10,827",5.69

39622,Bakugan: Battle Planet,TMS Entertainment,"1,10,11",50,Original,TV,"5,226",5.48

39244,Cardfight!! Vanguard: Zoku Koukousei-hen,OLM,"1,11,27",14,Original,TV,"4,518",6.30

39699,King of Prism: Shiny Seven Stars,Tatsunoko Production,"30,19,27",12,Original,TV,"4,278",6.43

39078,Aikatsu Friends!: Kagayaki no Jewel,Bandai Namco Pictures,"36,19,23,25",26,Game,TV,"4,108",7.03

38767,Cinderella Girls Gekijou: Climax Season,Gathering,"4,36",13,4-koma manga,TV,"3,671",6.48

38804,Kiratto Pri☆chan Season 2,Tatsunoko Production,"4,36,19,25",51,Game,TV,"2,055",7.16

39668,Watanuki-san Chi no,-,36,12,Other,TV,"1,945",5.99

38881,Jimoto ga Japan,Oddjob,"4,36,27",50,Manga,TV,"1,628",N/A

39572,Wangu Xian Qiong III: Eren Gu Pian,ASK Animation Studio,"2,4,10",13,Novel,TV,"1,135",6.49

39581,TV Yarou Nanaana: Wakuwaku Doukutsu Land,Studio Crocodile,"2,4",24,Original,TV,"1,093",6.04

39031,B Rappers Street,Pie in the sky,"4,19",50,Original,TV,556,N/A

39457,Shounen Ashibe: Go! Go! Goma-chan 4,Studio Palette,"4,36,42",24,4-koma manga,TV,550,5.99

39040,Kedama no Gonjirou,OLM,"1,2,4,10,27",51,Other,TV,436,N/A

39635,Daifuku-kun@Kin Tele 2nd Season,-,4,26,Other,TV,220,N/A

38691,Dr. Stone,TMS Entertainment,"2,4,24,27",24,Manga,TV,"1,277,525",8.31

38671,Enen no Shouboutai,David Production,"1,37,27",24,Manga,TV,"944,354",7.68

37521,Vinland Saga,Wit Studio,"1,2,8,13,42",24,Manga,TV,"938,669",8.73

37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,J.C.Staff,"1,2,4,10,22",12,Light novel,TV,"621,531",7.23

36882,Arifureta Shokugyou de Sekai Saikyou,asread.,"1,2,10,35",13,Light novel,TV,"465,546",6.63

39533,Given,Lerche,"28,8,22,36,19",11,Manga,TV,"397,798",8.35

39026,Dumbbell Nan Kilo Moteru?,Doga Kobo,"4,36,30,9",12,Web manga,TV,"296,834",7.30

38753,Araburu Kisetsu no Otome-domo yo.,Lay-duce,"4,8,22,23,27",12,Manga,TV,"255,426",7.42

39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,GEEK TOYS,"4,22,9,35,23",12,Light novel,TV,"241,126",6.56

39198,Kanata no Astra,Lerche,"2,7,24,29,27",12,Manga,TV,"239,212",8.12

37744,Isekai Cheat Magician,Encourage Films,"1,2,10",12,Light novel,TV,"238,806",5.41

38993,Karakai Jouzu no Takagi-san 2,Shin-Ei Animation,"4,22,36,23,27",12,Manga,TV,"234,884",8.10

38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,J.C.Staff,"2,4,10",12,Light novel,TV,"219,525",5.55

38610,Tejina-senpai,LIDENFILMS,"4,9,23,42",12,Manga,TV,"215,446",6.44

38480,Toaru Kagaku no Accelerator,A.C.G.T.,"10,37,23,31",12,Manga,TV,"183,185",7.19

38297,"Maou-sama, Retry!",EKACHI EPILKA,"1,2,10",12,Light novel,TV,"181,062",6.53

39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Maho Film,"10,36",12,Light novel,TV,"162,731",7.08

39456,Sounan Desu ka?,Ezόla,"2,4,42",12,Manga,TV,"128,657",6.60

38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TROYCA,"10,7,37",13,Light novel,TV,"123,373",7.37

39071,Machikado Mazoku,J.C.Staff,"4,36",12,4-koma manga,TV,"114,224",7.65

39199,Katsute Kami Datta Kemono-tachi e,MAPPA,"1,8,10,38,27",12,Manga,TV,"104,941",6.39

37926,Nakanohito Genome [Jikkyouchuu],SILVER LINK.,"4,8,11",12,Web manga,TV,"104,566",6.88

38940,Cop Craft,Millepensee,"1,10,24,39",12,Light novel,TV,"100,749",6.72

38619,Joshikousei no Mudazukai,Passione,"4,23",12,Web manga,TV,"93,037",7.71

39221,Bem,LandQ studios,"1,37,6",12,Original,TV,"59,054",6.04

39417,Granbelm,Nexus,"10,18",13,Original,TV,"46,067",6.70

32212,Ensemble Stars!,David Production,"19,23",24,Game,TV,"35,979",6.88

32843,Senki Zesshou Symphogear XV,Satelight,"1,24,19",13,Original,TV,"31,770",8.19

38920,Kochouki: Wakaki Nobunaga,Studio Deen,"1,8,13,21",12,Original,TV,"24,382",6.51

39527,Try Knights,Gonzo,"30,23,43",12,Manga,TV,"16,937",4.70

39836,Yami Shibai 7,DRAWIZ,"5,14,37",13,Original,TV,"15,586",5.94

38009,Re:Stage! Dream Days♪,Graphinica,"36,19,23",12,Other,TV,"9,161",6.68

36536,Starmyu 3rd Season,C-Station,"36,19,23",12,Original,TV,"8,481",6.94

39979,Business Fish,-,"4,36",6,Original,TV,"3,272",5.62

40167,Cardfight!! Vanguard: Shinemon-hen,OLM,"1,11,27",31,Original,TV,"3,129",6.60

39620,Hakata Mentai! Pirikarako-chan,G-angle,"4,47,36",12,Original,TV,"2,592",5.11

39978,Waresho! Warera! Shodobutsu Aigo Iinkai,-,4,5,Original,TV,656,N/A

44026,Zannen na Ikimono Jiten (2019),NHK Enterprises,"4,36",8,Picture book,TV,117,N/A

38408,Boku no Hero Academia 4th Season,Bones,"1,4,23,31,27",25,Manga,TV,"1,292,195",7.99

39195,Beastars,Orange,"8,36,40,23,27",12,Manga,TV,"646,805",7.93

39701,Nanatsu no Taizai: Kamigami no Gekirin,Studio Deen,"1,2,10,37,27",24,Manga,TV,"557,096",6.45

39597,Sword Art Online: Alicization - War of Underworld,A-1 Pictures,"1,2,10,22,11",12,Light novel,TV,"555,939",7.58

39940,Shokugeki no Souma: Shin no Sara,J.C.Staff,"47,9,23,27",12,Manga,TV,"467,534",7.75

38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,White Fox,"1,2,4,10",12,Light novel,TV,"451,890",7.51

38483,Ore wo Suki nano wa Omae dake ka yo,Connect,"4,22,35,23",12,Light novel,TV,"347,254",7.35

39196,Mairimashita! Iruma-kun,Bandai Namco Pictures,"4,10,37,6,23,27",23,Manga,TV,"305,693",7.73

38572,Assassins Pride,EMT Squared,10,12,Light novel,TV,"267,761",5.93

40004,Bokutachi wa Benkyou ga Dekinai!,Arvo Animation,"4,22,35,23,27",13,Manga,TV,"226,121",7.35

39491,Psycho-Pass 3,Production I.G,"1,24,41,39,40",8,Original,TV,"212,096",7.49

38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,CloverWorks,"1,10,37",21,Game,TV,"206,894",7.94

39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Project No.9,10,12,Light novel,TV,"192,571",6.35

39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ajia-Do,"10,36",14,Light novel,TV,"191,852",8.01

39539,No Guns Life,Madhouse,"1,8,24,42",12,Manga,TV,"163,336",6.87

39030,Hataage! Kemono Michi,ENGI,"4,10,27",12,Manga,TV,"158,991",6.64

37403,Ahiru no Sora,Diomedéa,"4,8,30,23,27",50,Manga,TV,"157,478",7.30

37972,Hoshiai no Sora,8bit,"8,36,30,23",12,Original,TV,"151,042",7.58

37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Project No.9,"4,10",12,Light novel,TV,"136,366",6.82

38328,Azur Lane,Bibury Animation Studios,"1,24,38",12,Game,TV,"130,909",6.28

37525,Babylon,Revoroot,"7,41,40",12,Novel,TV,"116,593",6.77

38889,Kono Oto Tomare! 2nd Season,Platinum Vision,"8,22,19,23,27",13,Manga,TV,"114,127",8.42

37379,Chihayafuru 3,Madhouse,"8,36,30,11,23,43",24,Manga,TV,"107,981",8.49

39570,High Score Girl II,J.C.Staff,"4,22,11,23,42",9,Manga,TV,"104,693",8.01

39355,Radiant 2nd Season,Lerche,"1,2,10",21,Other,TV,"83,597",7.59

39799,Val x Love,Hoods Entertainment,"4,22,37,9,35,23,27",12,Manga,TV,"76,390",5.90

38161,Kabukichou Sherlock,Production I.G,"4,8,7",24,Original,TV,"73,849",6.90

36587,Granblue Fantasy The Animation Season 2,MAPPA,"2,10",12,Game,TV,"53,554",6.75

39567,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,Anima&amp;Co.,"1,10,39,32",12,Original,TV,"41,125",6.04

38276,Houkago Saikoro Club,LIDENFILMS,"4,11,23,27",12,Manga,TV,"40,365",6.70

39811,Fairy Gone 2nd Season,P.A. Works,"1,10,37,6",12,Original,TV,"40,222",6.37

38390,Chuubyou Gekihatsu Boy,Studio Deen,"4,23",11,Novel,TV,"39,236",6.77

40196,Kandagawa Jet Girls,TNK,"30,9",12,Original,TV,"31,917",5.68

38529,Rifle Is Beautiful,Studio 3Hz,"4,36,23",12,4-koma manga,TV,"31,168",6.18

39959,Ani ni Tsukeru Kusuri wa Nai! 3,Fanworks,"4,36,23",12,Web manga,TV,"27,922",7.68

39590,Africa no Salaryman (TV),HOTZIPANG,"4,36",12,Web manga,TV,"22,015",6.54

38331,Stand My Heroes: Piece of Truth,M.S.C,"7,22",12,Game,TV,"21,438",5.72

39506,Phantasy Star Online 2: Episode Oracle,Gonzo,"1,24,29",25,Game,TV,"20,880",6.55

38670,Actors: Songs Connection,Drive,"19,23",12,Music,TV,"14,645",6.29

37268,Z/X: Code Reunion,Passione,"10,24,23,27",12,Card game,TV,"11,723",5.74

39194,Shin Chuuka Ichiban!,-,"4,47,27",12,Manga,TV,"9,922",6.41

40320,Tenka Hyakken: Meiji-kan e Youkoso!,LIDENFILMS,"1,2,10,37,13,17",12,Game,TV,"7,383",5.03

40197,Urashimasakatasen no Nichijou,Gainax Kyoto,"4,36,23",12,Music,TV,"4,762",6.05

40266,Aikatsu on Parade!,Bandai Namco Pictures,"36,19,23,25",25,Game,TV,"4,414",6.95

40166,Zoids Wild Zero,OLM,"1,2,4,24",50,Other,TV,"3,077",5.96

40423,Taeko no Nichijou,DLE,36,26,Manga,TV,435,N/A

40487,Eily wa Ou-sama!,-,"4,10",10,Original,TV,324,N/A

40832,Mukashi Keibanashi,DLE,"4,10,30,20",4,Original,TV,174,N/A

38883,Haikyuu!!: To the Top,Production I.G,"4,8,30,23,27",13,Manga,TV,"670,419",8.35

39534,Jibaku Shounen Hanako-kun,Lerche,"4,37,23,27",12,Manga,TV,"414,068",7.83

38656,Darwin&#039;s Game,Nexus,"1,7,24,31,27",11,Manga,TV,"399,332",7.27

38668,Dorohedoro,MAPPA,"1,4,10,14,42",12,Manga,TV,"378,735",8.08

40010,Ishuzoku Reviewers,Passione,"4,10,9",12,Manga,TV,"378,238",7.50

38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,SILVER LINK.,"1,2,4,10,24,11",12,Light novel,TV,"361,215",7.56

39017,Kyokou Suiri,Brain&#039;s Base,"7,22,37,6,27",12,Manga,TV,"329,532",6.92

37345,Plunderer,GEEK TOYS,"1,10,9,27",24,Manga,TV,"289,216",6.55

40046,Id:Invaded,NAZ,"7,24,39,40",13,Original,TV,"267,199",7.87

39792,Eizouken ni wa Te wo Dasu na!,Science SARU,"2,4,23,42",12,Manga,TV,"264,084",8.15

39575,Somali to Mori no Kamisama,HORNETS,"2,8,10,36,6",12,Web manga,TV,"230,088",7.82

38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,Zero-G,"4,22",12,Web manga,TV,"226,427",7.35

39988,Isekai Quartet 2,Studio PuYUKAI,"4,10,20",12,Original,TV,"188,538",7.37

38481,Toaru Kagaku no Railgun T,J.C.Staff,"1,24,31",25,Manga,TV,"176,711",8.21

40483,Murenase! Seton Gakuen,Studio Gokumi,"4,23",12,Manga,TV,"156,097",7.02

38924,Nekopara,Felix Film,"4,36",12,Visual novel,TV,"136,636",6.76

38909,Infinite Dendrogram,NAZ,"10,11",13,Light novel,TV,"136,137",6.16

38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),Shaft,"8,41,40",13,Game,TV,"127,060",6.81

40392,Runway de Waratte,Ezόla,"8,36,23,27",12,Manga,TV,"98,010",7.60

37522,Pet,Geno Studio,"7,37,40,42",13,Manga,TV,"82,508",6.46

38476,Heya Camp△,C-Station,"4,36",12,Manga,TV,"77,242",7.26

39388,Koisuru Asteroid,Doga Kobo,"4,36,23",12,4-koma manga,TV,"70,093",6.87

37576,Majutsushi Orphen Hagure Tabi,Studio Deen,"1,2,8,10,17",13,Light novel,TV,"56,796",5.80

40230,Housekishou Richard-shi no Nazo Kantei,Shuka,"8,7,36",12,Novel,TV,"52,120",7.19

38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,EMT Squared,"4,36,23,43",12,Manga,TV,"47,535",6.66

39583,number24,PRA,"30,23",12,Original,TV,"46,144",6.73

40148,22/7,A-1 Pictures,19,12,Other,TV,"36,267",6.79

39531,Kuutei Dragons,Polygon Pictures,"2,10,42",12,Manga,TV,"35,391",7.01

35252,Hatena☆Illusion,Children&#039;s Playground Entertainment,"4,22,37,9",12,Light novel,TV,"34,921",5.38

37890,Oshi ga Budoukan Ittekuretara Shinu,8bit,"4,26,36,19,42",12,Manga,TV,"33,506",7.44

39184,A3! Season Spring &amp; Summer,P.A. Works,"8,36",12,Game,TV,"26,739",7.15

37870,BanG Dream! 3rd Season,SANZIGEN,19,13,Other,TV,"26,456",8.05

40738,Natsunagu!,IMAGICA Lab.,"8,36",12,Original,TV,"21,460",5.85

39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,Lapin Track,36,11,Original,TV,"19,041",6.94

40136,Oda Cinnamon Nobunaga,Studio Signpost,"4,36,13,42",12,Manga,TV,"17,327",6.56

39960,Yatogame-chan Kansatsu Nikki Nisatsume,Creators in Pack,"4,36,23,27",12,4-koma manga,TV,"14,902",6.34

40763,Show By Rock!! Mashumairesh!!,Kinema Citrus,"4,19",12,Game,TV,"12,017",6.96

40850,Breakers,Albacrow,30,16,Original,TV,"9,152",6.35

40610,Healin&#039; Good♡Precure,Toei Animation,"1,10,25",45,Original,TV,"7,933",6.80

40137,ARP Backstage Pass,Dynamo Pictures,19,10,Other,TV,"5,833",5.56

40995,Hentatsu (TV),Yaoyorozu,"2,7",12,Original,TV,"4,812",5.15

40129,Rebirth,LIDENFILMS Osaka Studio,"4,36,11",48,Card game,TV,"3,712",5.77

40758,Hulaing Babies Petit,Fukushima Gaina,"4,36",12,Original,TV,769,N/A

40939,Marumaru Manul,Kachidoki Studio,4,50,Digital manga,TV,527,N/A

40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,A-1 Pictures,"4,22,40,23,42",12,Manga,TV,"920,296",8.66

40221,Kami no Tou,Telecom Animation Film,"1,2,8,10,7",13,Web manga,TV,"688,041",7.59

40902,Shokugeki no Souma: Gou no Sara,J.C.Staff,"47,9,23,27",13,Manga,TV,"383,290",7.33

39463,Gleipnir,Pine Jam,"1,7,37,9,42",13,Manga,TV,"361,322",7.02

40417,Fruits Basket 2nd Season,TMS Entertainment,"4,8,22,36,37,25",25,Manga,TV,"331,080",8.58

38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,SILVER LINK.,"4,8,10,22,35,23,25",12,Light novel,TV,"326,974",7.50

41120,Fugou Keiji: Balance:Unlimited,CloverWorks,"4,7,39",11,Novel,TV,"310,779",7.54

40060,BNA,Trigger,"1,10,31",12,Original,TV,"278,322",7.40

40716,Kakushigoto (TV),Ajia-Do,"4,36,27",12,Manga,TV,"256,072",8.00

39710,Yesterday wo Utatte,Doga Kobo,"8,22,36,42",12,Manga,TV,"250,916",6.93

39292,Princess Connect! Re:Dive,CygamesPictures,"1,2,4,10",13,Game,TV,"191,147",7.03

38830,"Hachi-nan tte, Sore wa Nai deshou!",Shin-Ei Animation,"1,10",12,Light novel,TV,"166,064",6.22

40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ajia-Do,"10,36",12,Light novel,TV,"129,428",8.14

40532,Appare-Ranman!,P.A. Works,"4,3,13",13,Original,TV,"108,099",7.30

40128,Arte,Seven Arcs,"8,22,36,13,42",12,Manga,TV,"101,654",7.17

39469,Tsugu Tsugumomo,Zero-G,"1,4,37,9,23,42",12,Manga,TV,"75,589",7.47

38843,Shironeko Project: Zero Chronicle,Project No.9,"1,2,10",12,Game,TV,"72,870",5.32

40513,Nami yo Kiitekure,Sunrise,"4,8,22,42",12,Manga,TV,"69,614",7.36

40682,Kingdom 3rd Season,Pierrot Plus,"1,13,38,42",26,Manga,TV,"56,786",8.77

40165,Listeners,MAPPA,"24,18,19",12,Original,TV,"55,340",5.37

39730,Houkago Teibou Nisshi,Doga Kobo,"4,36,30,23,42",12,Manga,TV,"47,236",7.40

40934,Bungou to Alchemist: Shinpan no Haguruma,OLM,"2,10",13,Game,TV,"40,379",6.44

40783,"Shachou, Battle no Jikan Desu!",C2C,"1,2,10",12,Game,TV,"31,780",5.86

39966,Tamayomi,Studio A-CAT,"30,23",12,Manga,TV,"27,850",5.74

40358,Gal to Kyouryuu,Kamikaze Douga,"4,36,42",12,Manga,TV,"25,549",6.46

39582,Kitsutsuki Tanteidokoro,LIDENFILMS,"7,13",12,Novel,TV,"23,089",6.06

37962,IDOLiSH7: Second Beat!,TROYCA,"8,19",15,Game,TV,"20,933",8.15

